disorder_id,orpha_code,disorder_name,gene_symbol,gene_name,gene_type,gene_locus,association_type,association_status,source_of_validation
10366,35078,T-B+ severe combined immunodeficiency due to JAK3 deficiency,JAK3,Janus kinase 3,gene with protein product,19p13.11,Disease-causing germline mutation(s) in,Assessed,
10342,34520,Congenital muscular dystrophy with integrin alpha-7 deficiency,ITGA7,integrin subunit alpha 7,gene with protein product,12q13.2,Disease-causing germline mutation(s) in,Assessed,9590299[PMID]
10336,34514,Telethonin-related limb-girdle muscular dystrophy R7,TCAP,titin-cap,gene with protein product,17q12,Disease-causing germline mutation(s) in,Assessed,20301582[PMID]
10337,34515,FKRP-related limb-girdle muscular dystrophy R9,FKRP,fukutin related protein,gene with protein product,19q13.32,Disease-causing germline mutation(s) in,Assessed,20301582[PMID]
10338,34516,DNAJB6-related limb-girdle muscular dystrophy D1,DNAJB6,DnaJ heat shock protein family (Hsp40) member B6,gene with protein product,7q36.3,Disease-causing germline mutation(s) in,Assessed,22366786[PMID]_22334415[PMID]
10348,34587,Danon disease,LAMP2,lysosomal associated membrane protein 2,gene with protein product,Xq24,Disease-causing germline mutation(s) in,Assessed,
10349,34592,Immunodeficiency by defective expression of MHC class I,TAP2,"transporter 2, ATP binding cassette subfamily B member",gene with protein product,6p21.32,Disease-causing germline mutation(s) in,Assessed,10560675[PMID]
10349,34592,Immunodeficiency by defective expression of MHC class I,TAP1,"transporter 1, ATP binding cassette subfamily B member",gene with protein product,6p21.32,Disease-causing germline mutation(s) in,Assessed,10074494[PMID]
10349,34592,Immunodeficiency by defective expression of MHC class I,TAPBP,TAP binding protein,gene with protein product,6p21.32,Disease-causing germline mutation(s) in,Assessed,12149238[PMID]
10349,34592,Immunodeficiency by defective expression of MHC class I,B2M,beta-2-microglobulin,gene with protein product,15q21.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,25702838[PMID]
10346,34528,Autosomal dominant primary hypomagnesemia with hypocalciuria,FXYD2,FXYD domain containing ion transport regulator 2,gene with protein product,11q23.3,Disease-causing germline mutation(s) in,Assessed,17980699[PMID]
27851,536516,Myopathic Ehlers-Danlos syndrome,COL12A1,collagen type XII alpha 1 chain,gene with protein product,6q13-q14.1,Disease-causing germline mutation(s) in,Assessed,28306229[PMID]_28306225[PMID]
27849,536467,B3GALT6-related spondylodysplastic Ehlers-Danlos syndrome,B3GALT6,"beta-1,3-galactosyltransferase 6",gene with protein product,1p36.33,Disease-causing germline mutation(s) (loss of function) in,Assessed,23664117[PMID]
27852,536532,Classical-like Ehlers-Danlos syndrome type 2,AEBP1,AE binding protein 1,gene with protein product,7p13,Disease-causing germline mutation(s) (loss of function) in,Assessed,30759870[PMID]
27892,537072,PLG-related hereditary angioedema with normal C1Inh,PLG,plasminogen,gene with protein product,6q26,Disease-causing germline mutation(s) in,Assessed,28795768[PMID]
10303,32960,Tumor necrosis factor receptor 1 associated periodic syndrome,TNFRSF1A,TNF receptor superfamily member 1A,gene with protein product,12p13.31,Disease-causing germline mutation(s) in,Assessed,22059991[PMID]
10700,52530,Pseudo-von Willebrand disease,GP1BA,glycoprotein Ib platelet subunit alpha,gene with protein product,17p13.2,Disease-causing germline mutation(s) in,Assessed,2052556[PMID]
10703,52688,Myelodysplastic syndrome,TP53,tumor protein p53,gene with protein product,17p13.1,Major susceptibility factor in,Assessed,32747829[PMID]
10697,52429,Branchiootic syndrome,EYA1,EYA transcriptional coactivator and phosphatase 1,gene with protein product,8q13.3,Disease-causing germline mutation(s) in,Assessed,9359046[PMID]_23840632[PMID]
10697,52429,Branchiootic syndrome,SIX1,SIX homeobox 1,gene with protein product,14q23.1,Disease-causing germline mutation(s) in,Assessed,15141091[PMID]
10699,52503,X-linked creatine transporter deficiency,SLC6A8,solute carrier family 6 member 8,gene with protein product,Xq28,Disease-causing germline mutation(s) in,Assessed,20301745[PMID]
10698,52430,Inclusion body myopathy with Paget disease of bone and frontotemporal dementia,VCP,valosin containing protein,gene with protein product,9p13.3,Disease-causing germline mutation(s) in,Assessed,15034582[PMID]_20301649[PMID]
10698,52430,Inclusion body myopathy with Paget disease of bone and frontotemporal dementia,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1,gene with protein product,7p15.2,Disease-causing germline mutation(s) in,Assessed,23455423[PMID]
10698,52430,Inclusion body myopathy with Paget disease of bone and frontotemporal dementia,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1,gene with protein product,12q13.13,Disease-causing germline mutation(s) in,Assessed,23455423[PMID]
10693,52416,Mantle cell lymphoma,CCND1,cyclin D1,gene with protein product,11q13.3,Disease-causing somatic mutation(s) in,Assessed,
10693,52416,Mantle cell lymphoma,ATM,ATM serine/threonine kinase,gene with protein product,11q22.3,Disease-causing somatic mutation(s) in,Assessed,10706620[PMID]
10693,52416,Mantle cell lymphoma,IGH,immunoglobulin heavy locus,gene with protein product,14q32.33,Disease-causing somatic mutation(s) in,Assessed,12601901[PMID]_11245476[PMID]
10695,52427,Retinitis punctata albescens,PRPH2,peripherin 2,gene with protein product,6p21.1,Disease-causing germline mutation(s) in,Assessed,8485575[PMID]
10695,52427,Retinitis punctata albescens,RDH5,retinol dehydrogenase 5,gene with protein product,12q13.2,Candidate gene tested in,Not yet assessed,
10695,52427,Retinitis punctata albescens,RHO,rhodopsin,gene with protein product,3q22.1,Candidate gene tested in,Not yet assessed,8554077[PMID]
10695,52427,Retinitis punctata albescens,RLBP1,retinaldehyde binding protein 1,gene with protein product,15q26.1,Disease-causing germline mutation(s) in,Assessed,10102299[PMID]_15234312[PMID]_15953459[PMID]
10694,52417,MALT lymphoma,MALT1,MALT1 paracaspase,gene with protein product,18q21.32,Part of a fusion gene in,Assessed,
10694,52417,MALT lymphoma,BIRC3,baculoviral IAP repeat containing 3,gene with protein product,11q22.2,Part of a fusion gene in,Assessed,
10694,52417,MALT lymphoma,IGH,immunoglobulin heavy locus,gene with protein product,14q32.33,Part of a fusion gene in,Assessed,15703784[PMID]
10694,52417,MALT lymphoma,FOXP1,forkhead box P1,gene with protein product,3p13,Part of a fusion gene in,Assessed,15703784[PMID]
10694,52417,MALT lymphoma,BCL10,BCL10 immune signaling adaptor,gene with protein product,1p22.3,Part of a fusion gene in,Assessed,25922601[PMID]_10319863[PMID]
10688,52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,IGBP1,immunoglobulin binding protein 1,gene with protein product,Xq13.1,Disease-causing germline mutation(s) in,Assessed,14556245[PMID]
10691,52368,Mohr-Tranebjaerg syndrome,TIMM8A,translocase of inner mitochondrial membrane 8A,gene with protein product,Xq22.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,20301395[PMID]_11956200[PMID]
10716,53271,Muenke syndrome,FGFR3,fibroblast growth factor receptor 3,gene with protein product,4p16.3,Disease-causing germline mutation(s) in,Assessed,20301588[PMID]_20301628[PMID]_21438135[PMID]
10719,53347,Brody myopathy,ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,gene with protein product,16p11.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,10914677[PMID]
10715,53035,Caroli disease,PKHD1,PKHD1 ciliary IPT domain containing fibrocystin/polyductin,gene with protein product,6p12.3-p12.2,Disease-causing germline mutation(s) in,Assessed,24710345[PMID]_26385851[PMID]
10706,52901,Isolated follicle stimulating hormone deficiency,FSHB,follicle stimulating hormone subunit beta,gene with protein product,11p14.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,15705395[PMID]
10735,53690,Congenital lactase deficiency,LCT,lactase,gene with protein product,2q21.3,Disease-causing germline mutation(s) in,Assessed,16400612[PMID]
10734,53689,Congenital chloride diarrhea,SLC26A3,solute carrier family 26 member 3,gene with protein product,7q22.3-q31.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,11524734[PMID]_21394828[PMID]
27951,538863,Classic pyoderma gangrenosum,PTPN6,protein tyrosine phosphatase non-receptor type 6,gene with protein product,12p13.31,Disease-causing germline mutation(s) in,Assessed,21406173[PMID]
27942,538574,Palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome,KRT1,keratin 1,gene with protein product,12q13.13,Modifying germline mutation in,Assessed,27639257[PMID]
27942,538574,Palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome,MPZ,myelin protein zero,gene with protein product,1q23.3,Modifying germline mutation in,Assessed,27639257[PMID]
10724,53583,Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity,SLC2A1,solute carrier family 2 member 1,gene with protein product,1p34.2,Disease-causing germline mutation(s) in,Assessed,21832227[PMID]
10723,53540,Goldmann-Favre syndrome,NR2E3,nuclear receptor subfamily 2 group E member 3,gene with protein product,15q23,Disease-causing germline mutation(s) in,Assessed,10655056[PMID]
10720,53351,X-linked dystonia-parkinsonism,TAF1,TATA-box binding protein associated factor 1,gene with protein product,Xq13.1,Disease-causing germline mutation(s) in,Assessed,
10750,54260,Left ventricular noncompaction,PLEKHM2,pleckstrin homology and RUN domain containing M2,gene with protein product,1p36.21,Major susceptibility factor in,Assessed,26464484[PMID]
10750,54260,Left ventricular noncompaction,TNNT2,"troponin T2, cardiac type",gene with protein product,1q32.1,Disease-causing germline mutation(s) in,Assessed,20083571[PMID]
10750,54260,Left ventricular noncompaction,PKP2,plakophilin 2,gene with protein product,12p11.21,Disease-causing germline mutation(s) in,Assessed,27030002[PMID]
10750,54260,Left ventricular noncompaction,ACTC1,actin alpha cardiac muscle 1,gene with protein product,15q14,Major susceptibility factor in,Assessed,17611253[PMID]_18506004[PMID]
10750,54260,Left ventricular noncompaction,TBX20,T-box transcription factor 20,gene with protein product,7p14.2,Disease-causing germline mutation(s) in,Assessed,37657916[PMID]
10750,54260,Left ventricular noncompaction,TPM1,tropomyosin 1,gene with protein product,15q22.2,Disease-causing germline mutation(s) in,Assessed,21551322[PMID]
10750,54260,Left ventricular noncompaction,DTNA,dystrobrevin alpha,gene with protein product,18q12.1,Candidate gene tested in,Not yet assessed,11238270[PMID]
10750,54260,Left ventricular noncompaction,MYBPC3,myosin binding protein C3,gene with protein product,11p11.2,Candidate gene tested in,Not yet assessed,21551322[PMID]
10750,54260,Left ventricular noncompaction,MYH7,myosin heavy chain 7,gene with protein product,14q11.2,Disease-causing germline mutation(s) in,Assessed,25415959[PMID]
10750,54260,Left ventricular noncompaction,LDB3,LIM domain binding 3,gene with protein product,10q23.2,Major susceptibility factor in,Not yet assessed,
10750,54260,Left ventricular noncompaction,LMNA,lamin A/C,gene with protein product,1q22,Major susceptibility factor in,Not yet assessed,
10750,54260,Left ventricular noncompaction,MIB1,MIB E3 ubiquitin protein ligase 1,gene with protein product,18q11.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,23314057[PMID]
10750,54260,Left ventricular noncompaction,PRDM16,PR/SET domain 16,gene with protein product,1p36.32,Disease-causing germline mutation(s) in,Assessed,23768516[PMID]
10750,54260,Left ventricular noncompaction,MYH7B,myosin heavy chain 7B,gene with protein product,20q11.22,Disease-causing germline mutation(s) in,Assessed,23800289[PMID]
10750,54260,Left ventricular noncompaction,MIB2,MIB E3 ubiquitin protein ligase 2,gene with protein product,1p36.33,Major susceptibility factor in,Assessed,28013292[PMID]
27964,538934,X-linked lymphoproliferative disease due to XIAP deficiency,XIAP,X-linked inhibitor of apoptosis,gene with protein product,Xq25,Disease-causing germline mutation(s) in,Assessed,20301580[PMID]
27963,538931,X-linked lymphoproliferative disease due to SAP deficiency,SH2D1A,SH2 domain containing 1A,gene with protein product,Xq25,Disease-causing germline mutation(s) in,Assessed,20301580[PMID]_28196537[PMID]
10738,53696,Arthrogryposis-anterior horn cell disease syndrome,GLE1,GLE1 RNA export mediator,gene with protein product,9q34.11,Disease-causing germline mutation(s) in,Assessed,18204449[PMID]
27954,538872,Vegetative pyoderma gangrenosum,PTPN6,protein tyrosine phosphatase non-receptor type 6,gene with protein product,12p13.31,Disease-causing germline mutation(s) in,Assessed,21406173[PMID]
10739,53697,Gnathodiaphyseal dysplasia,ANO5,anoctamin 5,gene with protein product,11p14.3,Disease-causing germline mutation(s) in,Assessed,23047743[PMID]
10736,53691,Congenital cornea plana,KERA,keratocan,gene with protein product,12q21.33,Disease-causing germline mutation(s) (loss of function) in,Assessed,10802664[PMID]
27953,538869,Bullous pyoderma gangrenosum,PTPN6,protein tyrosine phosphatase non-receptor type 6,gene with protein product,12p13.31,Disease-causing germline mutation(s) in,Assessed,21406173[PMID]
27952,538866,Pustular pyoderma gangrenosum,PTPN6,protein tyrosine phosphatase non-receptor type 6,gene with protein product,12p13.31,Disease-causing germline mutation(s) in,Assessed,21406173[PMID]
10737,53693,GRACILE syndrome,BCS1L,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone",gene with protein product,2q35,Disease-causing germline mutation(s) in,Assessed,12215968[PMID]
10633,48818,Aceruloplasminemia,CP,ceruloplasmin,gene with protein product,3q24-q25.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,20301666[PMID]
10639,49382,Achromatopsia,PDE6C,phosphodiesterase 6C,gene with protein product,10q23.33,Disease-causing germline mutation(s) in,Assessed,19615668[PMID]
10639,49382,Achromatopsia,RPGR,retinitis pigmentosa GTPase regulator,gene with protein product,Xp11.4,Candidate gene tested in,Not yet assessed,
10639,49382,Achromatopsia,CNGA3,cyclic nucleotide gated channel subunit alpha 3,gene with protein product,2q11.2,Disease-causing germline mutation(s) in,Assessed,
10639,49382,Achromatopsia,CNGB3,cyclic nucleotide gated channel subunit beta 3,gene with protein product,8q21.3,Disease-causing germline mutation(s) in,Assessed,
10639,49382,Achromatopsia,PDE6H,phosphodiesterase 6H,gene with protein product,12p12.3,Disease-causing germline mutation(s) in,Assessed,
10639,49382,Achromatopsia,GNAT2,G protein subunit alpha transducin 2,gene with protein product,1p13.3,Disease-causing germline mutation(s) in,Assessed,12077706[PMID]
10639,49382,Achromatopsia,ATF6,activating transcription factor 6,gene with protein product,1q23.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,26029869[PMID]_26063662[PMID]
27968,538958,Combined immunodeficiency due to CD70 deficiency,CD70,CD70 molecule,gene with protein product,19p13.3,Disease-causing germline mutation(s) in,Assessed,28011863[PMID]_28011864[PMID]_29434583[PMID]
10625,48431,Congenital cataracts-facial dysmorphism-neuropathy syndrome,CTDP1,CTD phosphatase subunit 1,gene with protein product,18q23,Disease-causing germline mutation(s) (loss of function) in,Assessed,20301787[PMID]
27969,538963,Combined immunodeficiency due to ITK deficiency,ITK,IL2 inducible T cell kinase,gene with protein product,5q33.3,Disease-causing germline mutation(s) in,Assessed,19425169[PMID]
10653,50814,Craniolenticulosutural dysplasia,SEC23A,"SEC23 homolog A, COPII coat complex component",gene with protein product,14q21.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,16980979[PMID]
10643,49827,Thiamine-responsive megaloblastic anemia syndrome,SLC19A2,solute carrier family 19 member 2,gene with protein product,1q24.2,Disease-causing germline mutation(s) in,Assessed,
10645,50251,Pleural mesothelioma,BAP1,BRCA1 associated deubiquitinase 1,gene with protein product,3p21.1,Disease-causing germline mutation(s) in,Assessed,27181379[PMID]
10665,50945,Blomstrand lethal chondrodysplasia,PTH1R,parathyroid hormone 1 receptor,gene with protein product,3p21.31,Disease-causing germline mutation(s) in,Assessed,9832466[PMID]_9745456[PMID]_9649554[PMID]
10664,50944,Schöpf-Schulz-Passarge syndrome,WNT10A,Wnt family member 10A,gene with protein product,2q35,Disease-causing germline mutation(s) in,Assessed,19559398[PMID]
10670,51083,Congenital short QT syndrome,SLC4A3,solute carrier family 4 member 3,gene with protein product,2q35,Disease-causing germline mutation(s) (loss of function) in,Assessed,29167417[PMID]
10670,51083,Congenital short QT syndrome,KCNJ2,potassium inwardly rectifying channel subfamily J member 2,gene with protein product,17q24.3,Disease-causing germline mutation(s) (gain of function) in,Assessed,15761194[PMID]
10670,51083,Congenital short QT syndrome,KCNH2,potassium voltage-gated channel subfamily H member 2,gene with protein product,7q36.1,Disease-causing germline mutation(s) (gain of function) in,Assessed,15828882[PMID]
10670,51083,Congenital short QT syndrome,KCNQ1,potassium voltage-gated channel subfamily Q member 1,gene with protein product,11p15.5-p15.4,Disease-causing germline mutation(s) (gain of function) in,Assessed,15159330[PMID]_26346102[PMID]
10670,51083,Congenital short QT syndrome,CACNA2D1,calcium voltage-gated channel auxiliary subunit alpha2delta 1,gene with protein product,7q21.11,Disease-causing germline mutation(s) (loss of function) in,Assessed,21383000[PMID]
10663,50943,Keratolytic winter erythema,CTSB,cathepsin B,gene with protein product,8p23.1,Role in the phenotype of,Assessed,28457472[PMID]
10662,50942,Striate palmoplantar keratoderma,DSP,desmoplakin,gene with protein product,6p24.3,Disease-causing germline mutation(s) in,Assessed,9887343[PMID]
10662,50942,Striate palmoplantar keratoderma,KRT1,keratin 1,gene with protein product,12q13.13,Disease-causing germline mutation(s) in,Assessed,11982762[PMID]
10662,50942,Striate palmoplantar keratoderma,DSG1,desmoglein 1,gene with protein product,18q12.1,Disease-causing germline mutation(s) in,Assessed,10332028[PMID]_19157795[PMID]
10684,52022,Potocki-Shaffer syndrome,ALX4,ALX homeobox 4,gene with protein product,11p11.2,Role in the phenotype of,Assessed,15852040[PMID]
10684,52022,Potocki-Shaffer syndrome,EXT2,exostosin glycosyltransferase 2,gene with protein product,11p11.2,Role in the phenotype of,Assessed,15852040[PMID]
10684,52022,Potocki-Shaffer syndrome,PHF21A,PHD finger protein 21A,gene with protein product,11p11.2,Role in the phenotype of,Assessed,22770980[PMID]
10675,51608,Generalized arterial calcification of infancy,ABCC6,ATP binding cassette subfamily C member 6,gene with protein product,16p13.11,Disease-causing germline mutation(s) in,Assessed,25392903[PMID]_22209248[PMID]
10675,51608,Generalized arterial calcification of infancy,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1,gene with protein product,6q23.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,25392903[PMID]
10672,51188,Ethylmalonic encephalopathy,ETHE1,ETHE1 persulfide dioxygenase,gene with protein product,19q13.31,Disease-causing germline mutation(s) in,Assessed,18593870[PMID]
28017,541423,Growth delay-intellectual disability-hepatopathy syndrome,IARS1,isoleucyl-tRNA synthetase 1,gene with protein product,9q22.31,Disease-causing germline mutation(s) in,Assessed,27426735[PMID]_29052218[PMID]
10673,51208,Formiminoglutamic aciduria,FTCD,formimidoyltransferase cyclodeaminase,gene with protein product,21q22.3,Disease-causing germline mutation(s) in,Assessed,12815595[PMID]
10676,51636,WHIM syndrome,CXCR4,C-X-C motif chemokine receptor 4,gene with protein product,2q22.1,Disease-causing germline mutation(s) (gain of function) in,Assessed,12692554[PMID]
28037,542306,GNB5-related intellectual disability-cardiac arrhythmia syndrome,GNB5,G protein subunit beta 5,gene with protein product,15q21.2,Disease-causing germline mutation(s) in,Assessed,27523599[PMID]_30631341[PMID]
28036,542301,Combined immunodeficiency due to CARMIL2 deficiency,CARMIL2,capping protein regulator and myosin 1 linker 2,gene with protein product,16q22.1,Disease-causing germline mutation(s) in,Assessed,29226302[PMID]_27896283[PMID]
28038,542310,Leukoencephalopathy with calcifications and cysts,SNORD118,"small nucleolar RNA, C/D box 118",Non-coding RNA,17p13.1,Disease-causing germline mutation(s) in,Assessed,28177126[PMID]_27571260[PMID]
10575,42665,Tietz syndrome,MITF,melanocyte inducing transcription factor,gene with protein product,3p13,Disease-causing germline mutation(s) in,Assessed,10851256[PMID]
28052,542585,Auditory neuropathy-optic atrophy syndrome,FDXR,ferredoxin reductase,gene with protein product,17q25.1,Disease-causing germline mutation(s) in,Assessed,28965846[PMID]
10579,43115,Hereditary myopathy with lactic acidosis due to ISCU deficiency,ISCU,iron-sulfur cluster assembly enzyme,gene with protein product,12q23.3,Disease-causing germline mutation(s) in,Assessed,20301757[PMID]
10589,45448,Miyoshi myopathy,DYSF,dysferlin,gene with protein product,2p13.2,Disease-causing germline mutation(s) in,Assessed,18853459[PMID]
28061,543470,Optic atrophy-ataxia-peripheral neuropathy-global developmental delay syndrome,FDXR,ferredoxin reductase,gene with protein product,17q25.1,Disease-causing germline mutation(s) in,Assessed,29040572[PMID]
28056,542657,Isolated hyperchlorhidrosis,CA12,carbonic anhydrase 12,gene with protein product,15q22.2,Disease-causing germline mutation(s) in,Assessed,21035102[PMID]
10584,44890,Gastrointestinal stromal tumor,PDGFRA,platelet derived growth factor receptor alpha,gene with protein product,4q12,Disease-causing germline mutation(s) in,Assessed,33737510[PMID]
10584,44890,Gastrointestinal stromal tumor,SDHA,succinate dehydrogenase complex flavoprotein subunit A,gene with protein product,5p15.33,Disease-causing germline mutation(s) (loss of function) in,Assessed,23730622[PMID]_23282968[PMID]_21505157[PMID]_21997697[PMID]
10584,44890,Gastrointestinal stromal tumor,SDHB,succinate dehydrogenase complex iron sulfur subunit B,gene with protein product,1p36.13,Candidate gene tested in,Not yet assessed,21173220[PMID]
10584,44890,Gastrointestinal stromal tumor,SDHC,succinate dehydrogenase complex subunit C,gene with protein product,1q23.3,Candidate gene tested in,Not yet assessed,21173220[PMID]
10584,44890,Gastrointestinal stromal tumor,KIT,"KIT proto-oncogene, receptor tyrosine kinase",gene with protein product,4q12,Disease-causing somatic mutation(s) in,Assessed,23730622[PMID]
10584,44890,Gastrointestinal stromal tumor,KIT,"KIT proto-oncogene, receptor tyrosine kinase",gene with protein product,4q12,Disease-causing germline mutation(s) (gain of function) in,Assessed,11073817[PMID]
10584,44890,Gastrointestinal stromal tumor,PDGFRA,platelet derived growth factor receptor alpha,gene with protein product,4q12,Disease-causing somatic mutation(s) in,Assessed,23730622[PMID]
10586,45358,Congenital fibrosis of extraocular muscles,COL25A1,collagen type XXV alpha 1 chain,gene with protein product,4q25,Disease-causing germline mutation(s) in,Assessed,25500261[PMID]
10586,45358,Congenital fibrosis of extraocular muscles,TUBA1A,tubulin alpha 1a,gene with protein product,12q13.12,Disease-causing germline mutation(s) in,Assessed,33649541[PMID]
10586,45358,Congenital fibrosis of extraocular muscles,PHOX2A,paired like homeobox 2A,gene with protein product,11q13.4,Disease-causing germline mutation(s) in,Assessed,20301522[PMID]
10586,45358,Congenital fibrosis of extraocular muscles,KIF21A,kinesin family member 21A,gene with protein product,12q12,Disease-causing germline mutation(s) in,Assessed,20301522[PMID]
10586,45358,Congenital fibrosis of extraocular muscles,TUBB3,tubulin beta 3 class III,gene with protein product,16q24.3,Disease-causing germline mutation(s) in,Assessed,20301522[PMID]
10586,45358,Congenital fibrosis of extraocular muscles,TUBB2B,tubulin beta 2B class IIb,gene with protein product,6p25.2,Disease-causing germline mutation(s) in,Assessed,23001566[PMID]
28070,544254,SYNGAP1-related developmental and epileptic encephalopathy,SYNGAP1,synaptic Ras GTPase activating protein 1,gene with protein product,6p21.32,Disease-causing germline mutation(s) in,Assessed,30541864[PMID]
10594,46348,Paroxysmal extreme pain disorder,SCN10A,sodium voltage-gated channel alpha subunit 10,gene with protein product,3p22.2,Candidate gene tested in,Not yet assessed,
10594,46348,Paroxysmal extreme pain disorder,SCN11A,sodium voltage-gated channel alpha subunit 11,gene with protein product,3p22.2,Candidate gene tested in,Not yet assessed,
10594,46348,Paroxysmal extreme pain disorder,SCN9A,sodium voltage-gated channel alpha subunit 9,gene with protein product,2q24.3,Disease-causing germline mutation(s) (gain of function) in,Assessed,17145499[PMID]
10592,46059,Lathosterolosis,SC5D,sterol-C5-desaturase,gene with protein product,11q23.3-q24.1,Disease-causing germline mutation(s) in,Assessed,12812989[PMID]
10607,47044,Hereditary papillary renal cell carcinoma,MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product,7q31.2,Disease-causing germline mutation(s) in,Assessed,
10602,46627,Char syndrome,TFAP2B,transcription factor AP-2 beta,gene with protein product,6p12.3,Disease-causing germline mutation(s) in,Assessed,20301285[PMID]
10601,46532,Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome,HBB,hemoglobin subunit beta,gene with protein product,11p15.4,Disease-causing germline mutation(s) in,Assessed,19050890[PMID]
10601,46532,Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome,HBG1,hemoglobin subunit gamma 1,gene with protein product,11p15.4,Disease-causing germline mutation(s) in,Assessed,6210198[PMID]_24144231[PMID]
10601,46532,Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome,HBG2,hemoglobin subunit gamma 2,gene with protein product,11p15.4,Disease-causing germline mutation(s) in,Assessed,19050890[PMID]_24144231[PMID]_25435729[PMID]
10601,46532,Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome,KLF1,KLF transcription factor 1,gene with protein product,19p13.13,Disease-causing germline mutation(s) in,Assessed,20676099[PMID]
28085,544503,RNF13-related severe early-onset epileptic encephalopathy,RNF13,ring finger protein 13,gene with protein product,3q25.1,Disease-causing germline mutation(s) (gain of function) in,Assessed,30595371[PMID]
28083,544488,Global developmental delay-alopecia-macrocephaly-facial dysmorphism-structural brain anomalies syndrome,ODC1,ornithine decarboxylase 1,gene with protein product,2p25.1,Disease-causing germline mutation(s) (gain of function) in,Assessed,30239107[PMID]_30475435[PMID]_30544565[PMID]
28080,544469,PRUNE1-related neurological syndrome,PRUNE1,prune exopolyphosphatase 1,gene with protein product,1q21.3,Disease-causing germline mutation(s) in,Assessed,30556349[PMID]
28081,544472,Atypical hemolytic uremic syndrome with complement gene abnormality,THBD,thrombomodulin,gene with protein product,20p11.21,Candidate gene tested in,Not yet assessed,20301541[PMID]
28081,544472,Atypical hemolytic uremic syndrome with complement gene abnormality,C3,complement C3,gene with protein product,19p13.3,Disease-causing germline mutation(s) in,Assessed,20301541[PMID]
28081,544472,Atypical hemolytic uremic syndrome with complement gene abnormality,CD46,CD46 molecule,gene with protein product,1q32.2,Disease-causing germline mutation(s) in,Assessed,20301541[PMID]
28081,544472,Atypical hemolytic uremic syndrome with complement gene abnormality,CFB,complement factor B,gene with protein product,6p21.33,Disease-causing germline mutation(s) in,Assessed,20301541[PMID]
28081,544472,Atypical hemolytic uremic syndrome with complement gene abnormality,CFH,complement factor H,gene with protein product,1q31.3,Disease-causing germline mutation(s) in,Assessed,20301541[PMID]
28081,544472,Atypical hemolytic uremic syndrome with complement gene abnormality,CFI,complement factor I,gene with protein product,4q25,Disease-causing germline mutation(s) in,Assessed,20301541[PMID]
10608,47045,Familial cold urticaria,NLRP3,NLR family pyrin domain containing 3,gene with protein product,1q44,Disease-causing germline mutation(s) (gain of function) in,Assessed,11687797[PMID]
28092,544628,Atypical Fanconi syndrome-neonatal hyperinsulinism syndrome,HNF4A,hepatocyte nuclear factor 4 alpha,gene with protein product,20q13.12,Disease-causing germline mutation(s) in,Assessed,24285859[PMID]
28091,544602,Congenital myopathy with reduced type 2 muscle fibers,MYL1,myosin light chain 1,gene with protein product,2q34,Disease-causing germline mutation(s) (loss of function) in,Assessed,30215711[PMID]
28103,555402,NAD(P)HX dehydratase deficiency,NAXD,NAD(P)HX dehydratase,gene with protein product,13q34,Disease-causing germline mutation(s) in,Assessed,30576410[PMID]
28104,555407,NAD(P)HX epimerase deficiency,NAXE,NAD(P)HX epimerase,gene with protein product,1q22,Disease-causing germline mutation(s) in,Assessed,27616477[PMID]_27122014[PMID]_29884839[PMID]
28119,555877,FLNA-related X-linked myxomatous valvular dysplasia,FLNA,filamin A,gene with protein product,Xq28,Disease-causing germline mutation(s) in,Assessed,17190868[PMID]
28123,556030,Early-onset familial hypoaldosteronism,CYP11B2,cytochrome P450 family 11 subfamily B member 2,gene with protein product,8q24.3,Disease-causing germline mutation(s) in,Assessed,22801770[PMID]
28139,556985,Early-onset calcifying leukoencephalopathy-skeletal dysplasia,CSF1R,colony stimulating factor 1 receptor,gene with protein product,5q32,Disease-causing germline mutation(s) in,Assessed,30982608[PMID]_30982609[PMID]
